Variable Values,,,,
Value,,Label,,
,21,Veneto,,
,98,Don’t know (DO NOT READ),,
,99,Refused (DO NOT READ),,
region_japan,1,Hokkaido / Tohoku,,
,2,Kanto / Koshinetsu,,
,3,Hokuriku / Rest of Chubu,,
,4,Kansai,,
,5,Chugoku / Shikoku,,
,6,Kyushu / Okinawa,,
,98,Unknown,,
region_kenya,1,Region Nairobi,,
,2,Region Central,,
,3,Region Coast,,
,4,Region Eastern,,
,5,Region North-Eastern,,
,6,Region Nyanza,,
,7,Region Rift Valley,,
,8,Region Western,,
region_mexico,1,Circunscripcion 1,,
,2,Circunscripcion 2,,
,3,Circunscripcion 3,,
,4,Circunscripcion 4,,
,5,Circunscripcion 5,,
region_netherlands,1,Drenthe,,
,2,Flevoland,,
,3,Friesland,,
,4,Gelderland,,
,5,Groningen,,
,6,Limburg,,
,7,Noord-Brabant,,
,8,Noord-Holland,,
,9,Overijssel,,
,10,Utrecht,,
,11,Zeeland,,
,12,Zuid-Holland,,
,98,Don’t know (DO NOT READ),,
,99,Refused (DO NOT READ),,
region_nigeria,1,North Central,,
,2,North East,,
,3,North West,,
,4,South,,
,5,South East,,
,6,South West,,
region_poland,1,Lower Silesian,,
,2,Kuyavian-Pomeranian,,
,3,Lublin,,
,4,Lubusz,,
,5,Łódź,,
,6,Lesser Poland,,
,7,Masovian,,
,8,Opole,,
,9,Subcarpathian,,
,10,Podlaskie,,
,11,Pomeranian,,
,12,Silesian,,
,13,Świętokrzyskie,,
,14,Warmian-Masurian,,
,15,Greater Poland,,
,16,West Pomeranian,,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
region_safrica,1,Western Cape,,
,2,Eastern Cape,,
,3,Northern Cape,,
,4,Free State,,
,5,Kwazulu-Natal,,
,6,Northwest,,
,7,Gauteng,,
,8,Mpumalanga,,
,9,Limpopo,,
region_skorea,1,Seoul,,
,2,"Gyeonggi (Incheon, Gyeonggi-do)",,
,3,"Chungcheong (Daejeon, Chungcheongbuk-do, Chungcheongnam-do, Sejong)",,
,4,"Jeolla (Gwangju, Jeollabuk-do, Jeollanam-do, Jeju-do)",,
,5,"Gyeongsang + Gangwon (Busan, Daegu, Ulsan, Gyeongsangbuk-do, Gyeongsangnam-do, Gangwon-do)",,
,98,Unknown,,
region_spain,1,Andalucia,,
,2,Aragon,,
,3,Canarias,,
,4,Cantabria,,
,5,Castilla y Leon,,
,6,Castilla-La Mancha,,
,7,Cataluna,,
,8,Ciudad Autonoma de Ceuta,,
,9,Ciudad Autonoma de Melilla,,
,10,Comunidad de Madrid,,
,11,Comunidad Foral de Navarra,,
,12,Comunidad Valenciana,,
,13,Extremadura,,
,14,Galicia,,
,15,Illes Balears,,
,16,La Rioja,,
,17,Pais Vasco,,
,18,Principado de Asturias,,
,19,Region de Murcia,,
,98,Don’t know (DO NOT READ),,
,99,Refused (DO NOT READ),,
region_sweden,1,Stockholm,,
,2,Östra Mellansverige,,
,3,Småland Med Öarna,,
,4,Sydsverige,,
,5,Västsverige,,
,6,Norra Mellansverige,,
,7,Mellersta Norrland,,
,8,Övre Norrland,,
,98,Unknown,,
region_turkey,1,Istanbul,,
,2,Akdeniz,,
,3,Bati Anadolu,,
,4,Bati Karadeniz,,
,5,Bati Marmara,,
,6,Dogu Karadeniz,,
,7,Dogu Marmara,,
,8,Ege,,
,9,Guneydogu Anadolu,,
,10,Kuzeydogu Anadolu,,
,11,Orta Anadolu,,
,12,Ortadogu Anadolu,,
region_uk,1,North East,,
,2,North West,,
,3,Yorkshire And The Humber,,
,4,East Midlands,,
,5,West Midlands,,
,6,London,,
,7,South East/East of England,,
,8,South West,,
,9,Wales,,
,10,Northern Ireland/Scotland,,
,98,Unknown,,
urbanicity,1,Urban,,
,2,Mixed,,
,3,Rural,,
phone_sample,1,Landline,,
,2,Cell,,
